name,url,description,test_type
360° Multi-Rater Feedback System (MFS),https://www.shl.com/products/product-catalog/view/360-multi-rater-feedback-system-mfs/,"360° Multi-Rater Feedback System (MFS): SHL 360, or the Multi-Rater Feedback System (‘MFS’), provides a holistic 360-degree view of an employee by gathering feedback from the employee’s manager…",
SHL Verify Interactive G+,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-g/,SHL Verify Interactive G+: SHL Verify Interactive G+ (SVIG+) is a test of general cognitive ability that also generates accurate assessments of three specific abilities: Deductive…,
Sales Transformation Report 1.0 - Sales Manager,https://www.shl.com/products/product-catalog/view/sales-transformation-report-sales-manager/,Sales Transformation Report 1.0 - Sales Manager: This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability…,
Director - Short Form,https://www.shl.com/products/product-catalog/view/director-short-form/,"Director - Short Form: The Director solution is intended for use with senior level positions responsible for the planning, directing, or coordinating key business activities and…",
Personal Banker - Short Form,https://www.shl.com/products/product-catalog/view/personal-banker-short-form/,"Personal Banker - Short Form: The Personal Banker – Loan Officer solution is for entry to mid-level financial institution positions. Sample tasks for this job would include, but are not…",
Electronics and Embedded Systems Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-embedded-systems-engineering-new/,"Electronics and Embedded Systems Engineering (New): Multi-choice test that measures the candidate’s knowledge and understanding on concepts like embedded systems and, analog and digital electronics.",
Microservices (New),https://www.shl.com/products/product-catalog/view/microservices-new/,"Microservices (New): Multi-choice test that measures the knowledge of Microservices architecture, SOA, and Microservices patterns.",
Pharmaceutical Analysis (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-analysis-new/,"Pharmaceutical Analysis (New): Multi-choice test that measures the knowledge of laboratory analytical techniques such as chromatography, titration, spectroscopy, and spectrophotometry.",
Industrial - Semi-skilled 7.1 (International),https://www.shl.com/products/product-catalog/view/industrial-semi-skilled-7-1-%28international%29/,Industrial - Semi-skilled 7.1 (International): Our Industrial – Semi-skilled 7.1 solution is designed for entry-level positions and measures the behaviors and experiences that underlie successful and safe…,
Verify - G+,https://www.shl.com/products/product-catalog/view/verify-g/,"Verify - G+: The G+ test is part of the Verify suite of cognitive ability tests. The test is designed to measure three types of ability: Numerical, Deductive, and…",
CSS3 (New),https://www.shl.com/products/product-catalog/view/css3-new/,CSS3 (New): Multi-choice test that measures the knowledge of CSS3 and its application in providing style to web documents.,
Aeronautical Engineering (New),https://www.shl.com/products/product-catalog/view/aeronautical-engineering-new/,"Aeronautical Engineering (New): Multi-choice test that measures the knowledge of flight mechanics, space dynamics, aerodynamics, structures and propulsion.",
Apache Pig (New),https://www.shl.com/products/product-catalog/view/apache-pig-new/,"Apache Pig (New): Multi-choice test that measures the knowledge of Pig architecture, built-in operators, built-in functions and commands in PigLatin.",
ETL Testing (New),https://www.shl.com/products/product-catalog/view/etl-testing-new/,"ETL Testing (New): Multi-choice test that measures the knowledge of ETL architecture, data warehousing, dimensions, DBMS concepts like data manipulation, constraints, ETL testing…",
SHL Verify Interactive Numerical Calculation,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,SHL Verify Interactive Numerical Calculation: The Verify Interactive Numerical Calculation test measures a candidate’s ability to work with numbers and use appropriate mathematics in different situations…,
Graduate Scenarios,https://www.shl.com/products/product-catalog/view/graduate-scenarios/,Graduate Scenarios: Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is…,
Pharmacology (New),https://www.shl.com/products/product-catalog/view/pharmacology-new/,"Pharmacology (New): Multi-choice test that measures the knowledge of pharmacological drugs classification, chemotherapy, inflammatory disorders, drug action on nervous system…",
HiPo Assessment Report 2.0,https://www.shl.com/products/product-catalog/view/hipo-assessment-report-2-0/,"HiPo Assessment Report 2.0: Part of SHL’s High Potential solution and developed from SHL’s extensive research into high-potential programs, the HIPO Assessment Report 2.0 helps…",
Dojo (New),https://www.shl.com/products/product-catalog/view/dojo-new/,"Dojo (New): Multi-choice test that measures the knowledge of Dojo architecture, classes and libraries, styles, animation and Dojo queries.",
Agile Software Development,https://www.shl.com/products/product-catalog/view/agile-software-development/,"Agile Software Development: Multi-choice test that measures the knowledge of agile methodology, scrum, feature driven software development, incremental and iterative development and…",
Power Electronics and Drives (New),https://www.shl.com/products/product-catalog/view/power-electronics-and-drives-new/,"Power Electronics and Drives (New): Multi-choice test that measures the knowledge of power semiconductor devices, power electronic converters, drives and control systems.",
Manager 7.1 (Americas),https://www.shl.com/products/product-catalog/view/manager-7-1-%28americas%29/,Manager 7.1 (Americas): Our Manager 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise salaried employees. Sample tasks for…,
WriteX - Email Writing (Customer Service) (New),https://www.shl.com/products/product-catalog/view/writex-email-writing-customer-service-new/,"WriteX - Email Writing (Customer Service) (New): Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.     Your use…",
OPQ User Report,https://www.shl.com/products/product-catalog/view/opq-user-report/,"OPQ User Report: This OPQ (Occupational Personality Questionnaire) report includes a Profile Chart and narrative text, focusing on an individuals likely way of behaving at…",
MQ Profile,https://www.shl.com/products/product-catalog/view/mq-profile/,MQ Profile: The profile chart is the Sten score graphical output of the MQ. It clearly shows the individual’s motivational drivers compared to the selected norm group as…,
Production and Industrial Engineering (New),https://www.shl.com/products/product-catalog/view/production-and-industrial-engineering-new/,"Production and Industrial Engineering (New): Multi-choice test that measures the knowledge of production technology, quality management, and design and planning of manufacturing systems.",
